Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy 
2270,"Teacher: Why don’t you have your homework today?  Student: Well, I did my homework. I was actually really interested in all that info about the quadratic formula. Would you like to hear the song that I wrote to memorize it?","Teacher : Why do n’t MSK<0> have MSK<1> today ? Student : Well , MSK<2> did MSK<1> . MSK<2> was actually really interested in all that info about MSK<3> . Would MSK<0> like to hear the song that MSK<2> wrote to memorize MSK<3> ? ",This argument is fallacious.,1
2271,"Pastor Pete: People are turning to God everywhere! 9 out of 10 people I interviewed said that they had a personal relationship with Jesus Christ.  Fred: Where did you find these people you interviewed? Pastor Pete: In my church.",MSK<1> : People are turning to God everywhere ! MSK<2> MSK<3> MSK<4> said that MSK<2> had a personal relationship with Jesus Christ . Fred : Where did MSK<5> find MSK<2> MSK<5> MSK<4> ? MSK<1> : In MSK<3> church . ,This argument is fallacious.,1
2272,"If you are a true American, you will ask your congressman to vote against NAFTA.","If MSK<0> are a true American , MSK<0> will ask MSK<0> congressman to vote against NAFTA . ",This argument is fallacious.,1
2273,"""Everyone is doing it, you should be too!"" is an example of which fallacy?",""" MSK<0> is doing MSK<0> , you should be too ! "" is an example of which fallacy ? ",This argument is fallacious.,1
2274,"A is part of B. A has property X. Therefore, B has property X. What fallacy is described in this logical form?","MSK<0> is part of MSK<1> . MSK<0> has MSK<3> Therefore , MSK<1> has MSK<3> . What fallacy is described in this logical form ? ",This argument is fallacious.,1
2275,Mabel wants to get rid of the student newspaper. Next she will probably want to ban free speech! She won't want us to speak at all! She will make it a law that you cannot speak in public.,MSK<0> MSK<1> to get rid of the student newspaper . Next MSK<0> will probably MSK<1> to ban free MSK<2> ! MSK<0> won't MSK<1> us to MSK<2> at all ! MSK<0> will make it a law that you can not MSK<2> in public . ,This argument is fallacious.,1
2276,"A Congressman calls a Whitehouse Spokesperson a ""giant idiot""","A Congressman calls a Whitehouse Spokesperson a "" giant idiot "" ",This argument is fallacious.,1
2277,"""You are not a credible resource person. You haven't finished college.""",""" MSK<0> are not a credible resource person . MSK<0> haven't finished college . "" ",This argument is fallacious.,1
2278,A commercial shows a group of friends all hanging out wearing clothes from a popular clothing company. This is an example of,A commercial shows a group of friends all hanging out wearing MSK<0> from a popular MSK<0> company . This is an example of ,This argument is fallacious.,1
2279,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.","MSK<0> can not get a job because MSK<1> failed MSK<0> ; MSK<0> have to steal to survive . MSK<1> is society 's fault , not MSK<0> . ",This argument is fallacious.,1
2280,"“President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.""","“ MSK<0> raised taxes , and then the rate of violent MSK<1> went up . MSK<0> is responsible for the rise in MSK<1> . "" ",This argument is fallacious.,1
2281,"How do I know the adult film industry is the third largest industry in the United States? Derek Shlongmiester, the adult film star of over 50 years, said it was. That's how I know.","How do MSK<1> MSK<2> is the third largest industry in the United States ? Derek Shlongmiester , the adult film star of over 50 years , said MSK<2> was . MSK<2> 's how MSK<1> . ",This argument is fallacious.,1
2282,Alissa has class with a football player who is a class clown. He disrupts the class and is failing. Alissa decides all football players are not serious students.,MSK<0> has MSK<1> with a MSK<3> who is MSK<4> . MSK<4> disrupts the MSK<1> and is failing . MSK<0> decides all MSK<3> are not serious students . ,This argument is fallacious.,1
2283,Fast food is bad for you because is junk.,Fast food is bad for you because is junk . ,This argument is fallacious.,1
2284,"Elba: I can’t believe the art critic said my artwork is awful! Rowena: He must have meant it in the old sense of the word -- that your artwork inspired awe! Elba: Yes!  That makes sense now! ",MSK<0> : MSK<0> ca n’t believe MSK<1> said MSK<0> is awful ! Rowena : MSK<1> must have meant MSK<2> in the old MSK<3> of the word -- that MSK<2> inspired awe ! MSK<0> : Yes ! That makes MSK<3> now ! ,This argument is fallacious.,1
2285,"""We're going to protest and not get in trouble because Mr. Iglesias said it's okay.""",""" We 're going to protest and not get in trouble because Mr. Iglesias said it 's okay . "" ",This argument is fallacious.,1
2286,"If I don't take this AP class, then I won't do well on the exam.  If I don't do well on the AP exam, then I can't get into a good college.  If I can't get into a good college, then I'll never get a good job.  If I can't get a good job, then I'm going to have to live in my parents' basement forever.  Guess I'll sign up for the AP class.","If MSK<0> don't take MSK<1> , then MSK<0> won't do well on the MSK<2> . If MSK<0> don't do well on the AP MSK<2> , then MSK<0> can't get into a MSK<4> . If MSK<0> can't get into a MSK<4> , then MSK<0> 'll never get MSK<5> . If MSK<0> can't get MSK<5> , then MSK<0> 'm going to have to live in MSK<0> parents ' basement forever . Guess MSK<0> 'll sign up for MSK<1> . ",This argument is fallacious.,1
2287,"Every time I wear this necklace, I pass my exams. Therefore, wearing this necklace causes me to pass my exams.","Every time MSK<0> MSK<2> , MSK<0> MSK<4> . Therefore , MSK<2> causes MSK<0> to MSK<4> . ",This argument is fallacious.,1
2288,"Everyone is getting tattoos in college, so you might as well do it too.","Everyone is getting tattoos in college , so you might as well do it too . ",This argument is fallacious.,1
2289,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education.","There is no need for additional taxes for MSK<0> . Every year we throw MSK<1> into MSK<0> , and all they do is hire more management and build more buildings . None of MSK<1> actually reaches the classroom or is really used for MSK<0> . ",This argument is fallacious.,1
2290,"Mrs. Peters is nominated for teacher of the year, which is voted on by her fellow faculty members. A colleague says that she would never vote for her because she is too young.","MSK<0> is nominated for teacher of the year , which is MSK<1> on by MSK<0> fellow faculty members . A colleague says that MSK<0> would never MSK<1> for MSK<0> because MSK<0> is too young . ",This argument is fallacious.,1
2291,Don't believe what Kim says about global warming. Kim dropped out of college!,Don't believe what MSK<0> says about global warming . MSK<0> dropped out of college ! ,This argument is fallacious.,1
2292,You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.,MSK<0> 're complaining because MSK<0> have to walk to school ? MSK<0> used to have to give MSK<0> parents MSK<0> entire paycheck . ,This argument is fallacious.,1
2293,This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.,MSK<0> has MSK<1> heads - up nine MSK<2> in a row . So MSK<0> will probably MSK<1> tails - up next MSK<2> MSK<0> is tossed . ,This argument is fallacious.,1
2294,"Son: I am so excited!  I got an “A” on my physics exam! Dad:  Why not an “A+”?  This means that you answered something incorrectly.  That is not acceptable! ",Son : MSK<0> am so excited ! MSK<0> got an MSK<1> A MSK<1> on MSK<0> physics exam ! Dad : Why not an MSK<1> A + MSK<1> ? This means that you answered something incorrectly . That is not acceptable ! ,This argument is fallacious.,1
2295,"""The Cardinals are the best football team because they're better than all the other teams. They're better than all the other teams because they're the best.""",""" MSK<0> are the MSK<1> football team because MSK<0> 're MSK<2> than MSK<3> . MSK<0> 're MSK<2> than MSK<3> because MSK<0> 're the MSK<1> . "" ",This argument is fallacious.,1
2296,How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.,How can MSK<0> tell MSK<1> MSK<1> should MSK<2> to lose weight ? All MSK<0> do is sit behind a desk all day . MSK<1> 've never seen MSK<0> do a lick of MSK<2> . ,This argument is fallacious.,1
2297,"There are two kinds of people in this world: those who like penguins, and those who are terrible monsters.","There are two kinds of people in this world : those who like penguins , and those who are terrible monsters . ",This argument is fallacious.,1
2298,"""Four out of five dentists recommend Happy Glossy toothpaste. Therefore, it must be great.""",""" Four out of five dentists recommend Happy Glossy toothpaste . Therefore , it must be great . "" ",This argument is fallacious.,1
2299,A mother says that she does not trust her pediatrician because he has never been a mother.,MSK<0> says that MSK<0> does not trust MSK<0> pediatrician because he has never been MSK<0> . ,This argument is fallacious.,1
